File Name,Corresponding Data Point,Maximum Subtraction,,,COV
"[C3-1-4um-04,SET-RESET,62,7_19_2024 1_53_38 PM].csv",0.9,0.00117932,,,
"[C3-1-4um-04,SET-RESET,63,7_19_2024 1_53_45 PM].csv",0.95,0.00123192,,,
"[C3-1-4um-04,SET-RESET,64,7_19_2024 1_53_51 PM].csv",0.875,0.00090362,,,
"[C3-1-4um-04,SET-RESET,65,7_19_2024 1_53_57 PM].csv",1.025,0.00122274,,,
"[C3-1-4um-04,SET-RESET,66,7_19_2024 1_54_03 PM].csv",0.8,0.00079604,,,
"[C3-1-4um-04,SET-RESET,67,7_19_2024 1_54_09 PM].csv",0.9,0.00086606,,,
"[C3-1-4um-04,SET-RESET,68,7_19_2024 1_54_16 PM].csv",1.05,0.00099852,,,
"[C3-1-4um-04,SET-RESET,69,7_19_2024 1_54_22 PM].csv",0.8,0.00071726,,,
"[C3-1-4um-04,SET-RESET,7,7_19_2024 1_47_53 PM].csv",1,0.00155524,,,
"[C3-1-4um-04,SET-RESET,70,7_19_2024 1_54_28 PM].csv",0.875,0.0007873,,,
"[C3-1-4um-04,SET-RESET,71,7_19_2024 1_54_35 PM].csv",0.7,0.00038998,,,
"[C3-1-4um-04,SET-RESET,72,7_19_2024 1_54_41 PM].csv",0.875,0.00049576,,,
"[C3-1-4um-04,SET-RESET,73,7_19_2024 1_54_47 PM].csv",1.025,0.00079846,,,
"[C3-1-4um-04,SET-RESET,74,7_19_2024 1_54_53 PM].csv",0.825,0.0006207,,,
"[C3-1-4um-04,SET-RESET,75,7_19_2024 1_54_59 PM].csv",0.925,0.00065726,,,
"[C3-1-4um-04,SET-RESET,76,7_19_2024 1_55_06 PM].csv",0.825,0.0007031,,,
"[C3-1-4um-04,SET-RESET,77,7_19_2024 1_55_12 PM].csv",0.675,0.00048704,,,
"[C3-1-4um-04,SET-RESET,78,7_19_2024 1_55_18 PM].csv",1.05,0.0005809,,,
"[C3-1-4um-04,SET-RESET,79,7_19_2024 1_55_24 PM].csv",0.65,0.00053978,,,
"[C3-1-4um-04,SET-RESET,8,7_19_2024 1_47_59 PM].csv",1.1,0.00131572,,,
"[C3-1-4um-04,SET-RESET,80,7_19_2024 1_55_30 PM].csv",1,0.0007088,,,
"[C3-1-4um-04,SET-RESET,81,7_19_2024 1_55_36 PM].csv",0.9,0.00090686,,,
"[C3-1-4um-04,SET-RESET,82,7_19_2024 1_55_42 PM].csv",0.875,0.0002404,,,
"[C3-1-4um-04,SET-RESET,83,7_19_2024 1_55_48 PM].csv",1.075,0.00102146,,,
"[C3-1-4um-04,SET-RESET,84,7_19_2024 1_55_54 PM].csv",0.95,0.00108882,,,
"[C3-1-4um-04,SET-RESET,85,7_19_2024 1_56_01 PM].csv",1,0.00116302,,,
"[C3-1-4um-04,SET-RESET,86,7_19_2024 1_56_07 PM].csv",1,0.00113264,,,
"[C3-1-4um-04,SET-RESET,87,7_19_2024 1_56_13 PM].csv",1.15,0.00106056,,,
"[C3-1-4um-04,SET-RESET,88,7_19_2024 1_56_18 PM].csv",0.9,0.00089382,,,
"[C3-1-4um-04,SET-RESET,89,7_19_2024 1_56_25 PM].csv",1.075,0.00115404,,,
"[C3-1-4um-04,SET-RESET,9,7_19_2024 1_48_05 PM].csv",1,0.00143108,,,
"[C3-1-4um-04,SET-RESET,90,7_19_2024 1_56_31 PM].csv",1.025,0.00111308,,,
"[C3-1-4um-04,SET-RESET,91,7_19_2024 1_56_37 PM].csv",1,0.00118956,,,
"[C3-1-4um-04,SET-RESET,92,7_19_2024 1_56_43 PM].csv",1.025,0.00112798,,,
"[C3-1-4um-04,SET-RESET,93,7_19_2024 1_56_50 PM].csv",1.2,0.0010227,,,
"[C3-1-4um-04,SET-RESET,94,7_19_2024 1_56_56 PM].csv",1.2,0.00100262,,,
"[C3-1-4um-04,SET-RESET,95,7_19_2024 1_57_02 PM].csv",1.025,0.00120572,,,
"[C3-1-4um-04,SET-RESET,96,7_19_2024 1_57_09 PM].csv",1.025,0.00122526,,,
"[C3-1-4um-04,SET-RESET,97,7_19_2024 1_57_15 PM].csv",1.15,0.00100382,,,
"[C3-1-4um-04,SET-RESET,98,7_19_2024 1_57_21 PM].csv",0.95,0.00133718,,,
"[C3-1-4um-04,SET-RESET,99,7_19_2024 1_57_27 PM].csv",0.8,0.00084748,,,
"[C3-1-4um-05,SET-RESET,1,7_19_2024 1_59_27 PM].csv",1.175,0.0002852,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_00_24 PM].csv",1.125,0.00160432,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_00_31 PM].csv",1.025,0.00160816,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_00_37 PM].csv",0.9,0.00070144,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_00_44 PM].csv",1.05,0.0014938,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_00_50 PM].csv",1.125,0.00161484,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_00_56 PM].csv",1.075,0.00147488,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_01_03 PM].csv",1,0.000592,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_01_09 PM].csv",1.075,0.00110792,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_01_15 PM].csv",1.125,0.00156184,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_01_22 PM].csv",1.025,0.00165002,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_01_28 PM].csv",1,0.0015379,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_01_34 PM].csv",1.025,0.00121162,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_01_40 PM].csv",1.05,0.00132082,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_01_46 PM].csv",1.025,0.00028314,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_01_52 PM].csv",1.125,0.0015652,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_01_59 PM].csv",1.05,0.00106466,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_02_05 PM].csv",1.075,0.00043748,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_02_11 PM].csv",1.05,0.0010131,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_02_18 PM].csv",1.175,0.00147998,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_02_25 PM].csv",1.375,0.00132654,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_02_31 PM].csv",1.275,0.00130758,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_02_37 PM].csv",1.15,0.00128398,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_02_43 PM].csv",1.05,0.00116244,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_02_49 PM].csv",1.325,0.00094628,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_02_56 PM].csv",1.525,0.00103148,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_03_02 PM].csv",1.125,0.00134324,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_03_08 PM].csv",1.125,0.00129582,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_03_14 PM].csv",1.2,0.00024314,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_03_21 PM].csv",1.35,0.00050722,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_03_27 PM].csv",1.1,0.00038218,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_03_34 PM].csv",1.35,0.0004488,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_03_39 PM].csv",1.3,0.0008112,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_03_45 PM].csv",1.375,0.0008668,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_03_51 PM].csv",1.45,0.000488,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_03_58 PM].csv",1.15,0.0003494,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_04_04 PM].csv",1.3,0.000135,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_04_11 PM].csv",1.15,7.40E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_04_18 PM].csv",1.375,9.44E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_04_24 PM].csv",1.425,0.000102,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_04_31 PM].csv",1.4,0.0002156,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_04_38 PM].csv",1.35,0.0003392,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_04_44 PM].csv",1.075,7.00E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_04_50 PM].csv",1,8.30E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_04_56 PM].csv",1.075,9.04E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_05_03 PM].csv",1.1,9.78E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_05_11 PM].csv",0.975,7.76E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_05_17 PM].csv",1,8.96E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_05_22 PM].csv",1.075,0.0001482,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_05_29 PM].csv",1.15,7.72E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_05_35 PM].csv",1.225,7.22E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_05_42 PM].csv",1.2,7.36E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_05_48 PM].csv",1.125,6.98E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_05_54 PM].csv",1.2,0.0001956,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_06_00 PM].csv",1.175,7.10E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_06_06 PM].csv",1.275,8.50E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_06_12 PM].csv",1.225,0.00015,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_06_18 PM].csv",1.225,0.0002098,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_06_24 PM].csv",1.175,7.46E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_06_31 PM].csv",1.2,7.56E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_06_37 PM].csv",1.25,7.60E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_06_43 PM].csv",1.3,6.66E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_06_49 PM].csv",1.25,6.64E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_06_56 PM].csv",1.25,0.0002114,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_07_02 PM].csv",1.125,6.92E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_07_08 PM].csv",1.225,6.92E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_07_14 PM].csv",1.125,6.54E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_07_21 PM].csv",1.2,6.94E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_07_28 PM].csv",1.225,6.74E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_07_34 PM].csv",1.225,9.14E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_07_40 PM].csv",1.275,6.64E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_07_46 PM].csv",1.275,8.30E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_07_52 PM].csv",1.225,6.90E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_07_59 PM].csv",1.225,6.98E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_08_05 PM].csv",1.275,7.06E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_08_11 PM].csv",1.125,7.18E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_08_17 PM].csv",1.25,9.04E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_08_23 PM].csv",1.125,7.10E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_08_29 PM].csv",1.15,7.46E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_08_36 PM].csv",1.075,7.92E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_08_42 PM].csv",1,0.000235,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_08_49 PM].csv",0.875,0.00042672,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_08_55 PM].csv",1.075,0.0004006,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_09_01 PM].csv",1.15,0.0002372,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_09_07 PM].csv",1.125,8.50E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_09_14 PM].csv",1.175,8.76E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_09_20 PM].csv",1.125,8.92E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_09_26 PM].csv",1.25,9.46E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_09_32 PM].csv",1.225,9.60E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_09_39 PM].csv",1.225,9.68E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_09_45 PM].csv",1.225,0.0001458,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_09_51 PM].csv",1.225,7.64E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_09_57 PM].csv",1.225,8.62E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_10_03 PM].csv",1.25,9.30E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_10_09 PM].csv",1.275,8.00E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_10_15 PM].csv",1.275,8.18E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_10_22 PM].csv",1.25,8.74E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_10_28 PM].csv",1.25,7.74E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_10_35 PM].csv",1.275,8.20E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_10_41 PM].csv",1.275,9.20E-05,,,
"[C3-1-4um-05,SET-RESET,2,7_19_2024 2_10_47 PM].csv",1.275,7.98E-05,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_40_28 PM].csv",1.175,0.00161166,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_40_35 PM].csv",1.125,0.00141058,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_40_41 PM].csv",1.025,0.0015662,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_40_48 PM].csv",1.15,0.00110974,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_40_54 PM].csv",0.925,0.00147776,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_41_01 PM].csv",1.125,0.00045278,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_41_08 PM].csv",0.975,0.0008667,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_41_14 PM].csv",1.15,0.0010175,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_41_20 PM].csv",1.25,0.00142578,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_41_27 PM].csv",0.85,0.00045862,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_41_33 PM].csv",1.15,0.00065872,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_41_39 PM].csv",1.05,0.00094822,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_41_45 PM].csv",1.125,0.0013991,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_41_51 PM].csv",1.15,0.00089138,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_41_58 PM].csv",1.25,0.00123304,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_42_04 PM].csv",1.175,0.0013488,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_42_11 PM].csv",1.375,0.000852,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_42_17 PM].csv",1.25,0.00130812,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_42_25 PM].csv",1.3,0.00129606,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_42_31 PM].csv",1.25,0.00130874,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_42_37 PM].csv",1.35,0.00119468,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_42_43 PM].csv",1.35,0.0010207,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_42_50 PM].csv",1.275,0.0012219,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_42_56 PM].csv",1.225,0.00118814,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_43_02 PM].csv",1.075,0.00143438,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_43_09 PM].csv",0.975,0.0005716,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_43_16 PM].csv",1.175,0.00124218,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_43_22 PM].csv",1.175,0.00131492,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_43_28 PM].csv",1.325,0.00116068,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_43_35 PM].csv",1.05,0.00144264,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_43_41 PM].csv",1.45,0.0004314,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_43_47 PM].csv",0.95,0.00120924,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_43_53 PM].csv",1.275,0.0011763,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_44_00 PM].csv",1.2,0.00127312,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_44_06 PM].csv",1.2,0.001286,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_44_13 PM].csv",1.1,0.00136866,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_44_19 PM].csv",1.125,0.00140448,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_44_26 PM].csv",1.175,0.0012805,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_44_32 PM].csv",0.925,0.00103072,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_44_38 PM].csv",1,0.0011412,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_44_44 PM].csv",1.175,0.00122512,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_44_51 PM].csv",1.225,0.00090726,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_44_57 PM].csv",1.25,0.0007452,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_45_03 PM].csv",1.15,0.00133976,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_45_09 PM].csv",1.225,0.00129028,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_45_16 PM].csv",1.425,0.00114262,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_45_22 PM].csv",1.025,0.0014869,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_45_28 PM].csv",1.425,0.00111706,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_45_35 PM].csv",1,0.00135966,,,
"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_45_41 PM].csv",1.175,0.0013309,,,
"[C3-1-4um-07,SET-RESET,4,7_19_2024 2_47_50 PM].csv",0.5,0.0001002,,,
"[C3-1-4um-10,SET-RESET,1,7_19_2024 2_51_10 PM].csv",4.525,0.0019975,,,
"[C3-1-4um-11,SET-RESET,2,7_19_2024 2_52_05 PM].csv",0.15,0.00010184,,,
"[D1-1-4um-01,SET-RESET,3,7_19_2024 2_53_48 PM].csv",0.325,9.30E-05,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_01_03 PM].csv",1.1,0.00097736,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_01_09 PM].csv",0.925,0.00135152,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_01_15 PM].csv",0.975,0.00171654,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_01_21 PM].csv",1.1,0.00173766,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_01_28 PM].csv",0.875,0.00146404,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_01_34 PM].csv",0.825,0.00122054,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_01_41 PM].csv",1.15,0.00172408,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_01_47 PM].csv",0.85,0.00053008,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_01_53 PM].csv",0.925,0.00138864,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_02_00 PM].csv",0.8,0.00046648,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_02_06 PM].csv",0.85,0.00086196,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_02_12 PM].csv",1.05,0.0004156,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_02_18 PM].csv",1.05,0.00176158,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_02_25 PM].csv",0.95,0.00147258,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_02_31 PM].csv",0.9,0.00135872,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_02_38 PM].csv",0.975,0.00073768,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_02_44 PM].csv",1.15,0.00170236,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_02_51 PM].csv",0.925,0.0014166,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_02_57 PM].csv",1.1,0.00174208,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_03_03 PM].csv",1,0.0017744,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_03_10 PM].csv",0.825,0.00137958,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_03_16 PM].csv",1.075,0.00173956,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_03_23 PM].csv",1,0.00177258,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_03_29 PM].csv",1.05,0.00175044,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_03_36 PM].csv",1.15,0.00172756,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_03_42 PM].csv",1.125,0.00174026,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_03_48 PM].csv",0.95,0.00180208,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_03_55 PM].csv",1.125,0.0017463,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_04_02 PM].csv",1.125,0.00174064,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_04_08 PM].csv",1.175,0.001727,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_04_14 PM].csv",0.775,0.00077686,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_04_21 PM].csv",0.95,0.00156812,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_04_27 PM].csv",0.85,0.00109252,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_04_34 PM].csv",1.05,0.00165236,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_04_40 PM].csv",1.05,0.00176388,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_04_47 PM].csv",1.05,0.00175982,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_04_53 PM].csv",1,0.00177446,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_05_00 PM].csv",1.125,0.00089476,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_05_06 PM].csv",0.9,0.0014266,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_05_12 PM].csv",0.925,0.00158562,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_05_18 PM].csv",1.175,0.0007894,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_05_25 PM].csv",0.875,0.00080904,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_05_31 PM].csv",1,0.0017857,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_05_37 PM].csv",0.9,0.0017133,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_05_43 PM].csv",0.975,0.00177576,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_05_49 PM].csv",0.925,0.00155926,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_05_55 PM].csv",0.875,0.00120212,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_06_02 PM].csv",0.925,0.0014581,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_06_08 PM].csv",0.9,0.00139278,,,
"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_06_15 PM].csv",0.875,0.00123962,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_10_23 PM].csv",0.75,0.00049636,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_10_30 PM].csv",0.975,0.0006976,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_10_36 PM].csv",0.85,0.00109186,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_10_42 PM].csv",0.975,0.00130756,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_10_49 PM].csv",1,0.00084866,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_10_54 PM].csv",0.975,0.00069198,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_11_01 PM].csv",0.875,0.00066608,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_11_07 PM].csv",0.825,0.0006466,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_11_13 PM].csv",1.075,0.0007496,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_11_19 PM].csv",0.875,0.00093784,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_11_25 PM].csv",0.95,0.00109034,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_11_32 PM].csv",0.9,0.00123186,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_11_39 PM].csv",0.925,0.00128902,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_11_45 PM].csv",1.1,0.00086392,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_11_51 PM].csv",1,0.00094978,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_11_58 PM].csv",0.975,0.00043338,,,
"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_12_04 PM].csv",1,0.00028122,,,
