SetupTitle, Forming,,,,,,,,,,,,,,
DataValue,8.88,0.00050002,,,,,,,,,,,,,
DataValue,8.86,0.00050002,,,,,,,,,,,,,
DataValue,8.84,0.00050002,,,,,,,,,,,,,
DataValue,8.82,0.00050002,,,,,,,,,,,,,
DataValue,8.8,0.00050004,,,,,,,,,,,,,
DataValue,8.78,0.00050002,,,,,,,,,,,,,
DataValue,8.76,0.00050004,,,,,,,,,,,,,
DataValue,8.74,0.0005,,,,,,,,,,,,,
DataValue,8.72,0.00050002,,,,,,,,,,,,,
DataValue,8.7,0.0005,,,,,,,,,,,,,
DataValue,8.68,0.0005,,,,,,,,,,,,,
DataValue,8.66,0.00050002,,,,,,,,,,,,,
DataValue,8.64,0.0005,,,,,,,,,,,,,
DataValue,8.62,0.00050002,,,,,,,,,,,,,
DataValue,8.6,0.00050004,,,,,,,,,,,,,
DataValue,8.58,0.0005,,,,,,,,,,,,,
DataValue,8.56,0.00050002,,,,,,,,,,,,,
DataValue,8.54,0.0005,,,,,,,,,,,,,
DataValue,8.52,0.0005,,,,,,,,,,,,,
DataValue,8.5,0.00050002,,,,,,,,,,,,,
DataValue,8.48,0.00050004,,,,,,,,,,,,,
DataValue,8.46,0.00050002,,,,,,,,,,,,,
DataValue,8.44,0.00050002,,,,,,,,,,,,,
DataValue,8.42,0.0005,,,,,,,,,,,,,
DataValue,8.4,0.0005,,,,,,,,,,,,,
DataValue,8.38,0.0005,,,,,,,,,,,,,
DataValue,8.36,0.00050002,,,,,,,,,,,,,
DataValue,8.34,0.0005,,,,,,,,,,,,,
DataValue,8.32,0.00050004,,,,,,,,,,,,,
DataValue,8.3,0.00050002,,,,,,,,,,,,,
DataValue,8.28,0.00050002,,,,,,,,,,,,,
DataValue,8.26,0.00050002,,,,,,,,,,,,,
DataValue,8.24,0.0005,,,,,,,,,,,,,
DataValue,8.22,0.00050004,,,,,,,,,,,,,
DataValue,8.2,0.00050004,,,,,,,,,,,,,
DataValue,8.18,0.00050002,,,,,,,,,,,,,
DataValue,8.16,0.00050004,,,,,,,,,,,,,
DataValue,8.14,0.0005,,,,,,,,,,,,,
DataValue,8.12,0.00050002,,,,,,,,,,,,,
DataValue,8.1,0.0005,,,,,,,,,,,,,
DataValue,8.08,0.00050002,,,,,,,,,,,,,
DataValue,8.06,0.00050002,,,,,,,,,,,,,
DataValue,8.04,0.00050002,,,,,,,,,,,,,
DataValue,8.02,0.0005,,,,,,,,,,,,,
DataValue,8,0.00050002,,,,,,,,,,,,,
DataValue,7.98,0.00050002,,,,,,,,,,,,,
DataValue,7.96,0.00050002,,,,,,,,,,,,,
DataValue,7.94,0.00050002,,,,,,,,,,,,,
DataValue,7.92,0.00050002,,,,,,,,,,,,,
DataValue,7.9,0.00050002,,,,,,,,,,,,,
DataValue,7.88,0.00050002,,,,,,,,,,,,,
DataValue,7.86,0.00050004,,,,,,,,,,,,,
DataValue,7.84,0.00050002,,,,,,,,,,,,,
DataValue,7.82,0.00050002,,,,,,,,,,,,,
DataValue,7.8,0.00050002,,,,,,,,,,,,,
DataValue,7.78,0.0005,,,,,,,,,,,,,
DataValue,7.76,0.00050004,,,,,,,,,,,,,
DataValue,7.74,0.0005,,,,,,,,,,,,,
DataValue,7.72,0.00050002,,,,,,,,,,,,,
DataValue,7.7,0.00050002,,,,,,,,,,,,,
DataValue,7.68,0.00050002,,,,,,,,,,,,,
DataValue,7.66,0.00050002,,,,,,,,,,,,,
DataValue,7.64,0.00050002,,,,,,,,,,,,,
DataValue,7.62,0.00050004,,,,,,,,,,,,,
DataValue,7.6,0.0005,,,,,,,,,,,,,
DataValue,7.58,0.00050002,,,,,,,,,,,,,
DataValue,7.56,0.0005,,,,,,,,,,,,,
DataValue,7.54,0.00050004,,,,,,,,,,,,,
DataValue,7.52,0.0005,,,,,,,,,,,,,
DataValue,7.5,0.00050004,,,,,,,,,,,,,
DataValue,7.48,0.00050002,,,,,,,,,,,,,
DataValue,7.46,0.0005,,,,,,,,,,,,,
DataValue,7.44,0.0005,,,,,,,,,,,,,
DataValue,7.42,0.0005,,,,,,,,,,,,,
DataValue,7.4,0.00050002,,,,,,,,,,,,,
DataValue,7.38,0.00050002,,,,,,,,,,,,,
DataValue,7.36,0.00050004,,,,,,,,,,,,,
DataValue,7.34,0.00050002,,,,,,,,,,,,,
DataValue,7.32,0.00050002,,,,,,,,,,,,,
DataValue,7.3,0.00050004,,,,,,,,,,,,,
DataValue,7.28,0.00050004,,,,,,,,,,,,,
DataValue,7.26,0.00050002,,,,,,,,,,,,,
DataValue,7.24,0.00050002,,,,,,,,,,,,,
DataValue,7.22,0.00050004,,,,,,,,,,,,,
DataValue,7.2,0.00050002,,,,,,,,,,,,,
DataValue,7.18,0.00050002,,,,,,,,,,,,,
DataValue,7.16,0.0005,,,,,,,,,,,,,
DataValue,7.14,0.00050004,,,,,,,,,,,,,
DataValue,7.12,0.0005,,,,,,,,,,,,,
DataValue,7.1,0.00050002,,,,,,,,,,,,,
DataValue,7.08,0.00050002,,,,,,,,,,,,,
DataValue,7.06,0.00050004,,,,,,,,,,,,,
DataValue,7.04,0.00050002,,,,,,,,,,,,,
DataValue,7.02,0.00050004,,,,,,,,,,,,,
DataValue,7,0.0005,,,,,,,,,,,,,
DataValue,6.98,0.00050002,,,,,,,,,,,,,
DataValue,6.96,0.00050002,,,,,,,,,,,,,
DataValue,6.94,0.00050002,,,,,,,,,,,,,
DataValue,6.92,0.00050002,,,,,,,,,,,,,
DataValue,6.9,0.00050002,,,,,,,,,,,,,
DataValue,6.88,0.00050002,,,,,,,,,,,,,
DataValue,6.86,0.0005,,,,,,,,,,,,,
DataValue,6.84,0.00050002,,,,,,,,,,,,,
DataValue,6.82,0.00050002,,,,,,,,,,,,,
DataValue,6.8,0.00050002,,,,,,,,,,,,,
DataValue,6.78,0.00050004,,,,,,,,,,,,,
DataValue,6.76,0.0005,,,,,,,,,,,,,
DataValue,6.74,0.00050002,,,,,,,,,,,,,
DataValue,6.72,0.00050002,,,,,,,,,,,,,
DataValue,6.7,0.00050002,,,,,,,,,,,,,
DataValue,6.68,0.00050002,,,,,,,,,,,,,
DataValue,6.66,0.00050004,,,,,,,,,,,,,
DataValue,6.64,0.0005,,,,,,,,,,,,,
DataValue,6.62,0.00050002,,,,,,,,,,,,,
DataValue,6.6,0.00050002,,,,,,,,,,,,,
DataValue,6.58,0.00050002,,,,,,,,,,,,,
DataValue,6.56,0.00050002,,,,,,,,,,,,,
DataValue,6.54,0.0005,,,,,,,,,,,,,
DataValue,6.52,0.00050002,,,,,,,,,,,,,
DataValue,6.5,0.0005,,,,,,,,,,,,,
DataValue,6.48,0.00050002,,,,,,,,,,,,,
DataValue,6.46,0.00050004,,,,,,,,,,,,,
DataValue,6.44,0.00050002,,,,,,,,,,,,,
DataValue,6.42,0.0005,,,,,,,,,,,,,
DataValue,6.4,0.0005,,,,,,,,,,,,,
DataValue,6.38,0.00050002,,,,,,,,,,,,,
DataValue,6.36,0.00050002,,,,,,,,,,,,,
DataValue,6.34,0.00050002,,,,,,,,,,,,,
DataValue,6.32,0.00050004,,,,,,,,,,,,,
DataValue,6.3,0.0005,,,,,,,,,,,,,
DataValue,6.28,0.00050004,,,,,,,,,,,,,
DataValue,6.26,0.00050004,,,,,,,,,,,,,
DataValue,6.24,0.00050002,,,,,,,,,,,,,
DataValue,6.22,0.0005,,,,,,,,,,,,,
DataValue,6.2,0.0005,,,,,,,,,,,,,
DataValue,6.18,0.00050002,,,,,,,,,,,,,
DataValue,6.16,0.0005,,,,,,,,,,,,,
DataValue,6.14,0.00050004,,,,,,,,,,,,,
DataValue,6.12,0.00050004,,,,,,,,,,,,,
DataValue,6.1,0.00050002,,,,,,,,,,,,,
DataValue,6.08,0.00050002,,,,,,,,,,,,,
DataValue,6.06,0.00050002,,,,,,,,,,,,,
DataValue,6.04,0.0005,,,,,,,,,,,,,
DataValue,6.02,0.00050002,,,,,,,,,,,,,
DataValue,6,0.00050004,,,,,,,,,,,,,
DataValue,5.98,0.00050002,,,,,,,,,,,,,
DataValue,5.96,0.00050002,,,,,,,,,,,,,
DataValue,5.94,0.00050002,,,,,,,,,,,,,
DataValue,5.92,0.00050002,,,,,,,,,,,,,
DataValue,5.9,0.00050002,,,,,,,,,,,,,
DataValue,5.88,0.00050004,,,,,,,,,,,,,
DataValue,5.86,0.00050002,,,,,,,,,,,,,
DataValue,5.84,0.00050002,,,,,,,,,,,,,
DataValue,5.82,0.00050004,,,,,,,,,,,,,
DataValue,5.8,0.0005,,,,,,,,,,,,,
DataValue,5.78,0.0005,,,,,,,,,,,,,
DataValue,5.76,0.0005,,,,,,,,,,,,,
DataValue,5.74,0.00050002,,,,,,,,,,,,,
DataValue,5.72,0.00050002,,,,,,,,,,,,,
DataValue,5.7,0.00050002,,,,,,,,,,,,,
DataValue,5.68,0.00050002,,,,,,,,,,,,,
DataValue,5.66,0.00050002,,,,,,,,,,,,,
DataValue,5.64,0.0005,,,,,,,,,,,,,
DataValue,5.62,0.0005,,,,,,,,,,,,,
DataValue,5.6,0.00050004,,,,,,,,,,,,,
DataValue,5.58,0.00050002,,,,,,,,,,,,,
DataValue,5.56,0.00050002,,,,,,,,,,,,,
DataValue,5.54,0.0005,,,,,,,,,,,,,
DataValue,5.52,0.00050002,,,,,,,,,,,,,
DataValue,5.5,0.00050002,,,,,,,,,,,,,
DataValue,5.48,0.0005,,,,,,,,,,,,,
DataValue,5.46,0.0005,,,,,,,,,,,,,
DataValue,5.44,0.00050002,,,,,,,,,,,,,
DataValue,5.42,0.00050002,,,,,,,,,,,,,
DataValue,5.4,0.00050002,,,,,,,,,,,,,
DataValue,5.38,0.0005,,,,,,,,,,,,,
DataValue,5.36,0.00050002,,,,,,,,,,,,,
DataValue,5.34,0.0005,,,,,,,,,,,,,
DataValue,5.32,0.0005,,,,,,,,,,,,,
DataValue,5.3,0.0005,,,,,,,,,,,,,
DataValue,5.28,0.0005,,,,,,,,,,,,,
DataValue,5.26,0.0005,,,,,,,,,,,,,
DataValue,5.24,0.0005,,,,,,,,,,,,,
DataValue,5.22,0.00050004,,,,,,,,,,,,,
DataValue,5.2,0.00050002,,,,,,,,,,,,,
DataValue,5.18,0.00050002,,,,,,,,,,,,,
DataValue,5.16,0.00050002,,,,,,,,,,,,,
DataValue,5.14,0.0005,,,,,,,,,,,,,
DataValue,5.12,0.0005,,,,,,,,,,,,,
DataValue,5.1,0.0005,,,,,,,,,,,,,
DataValue,5.08,0.00050002,,,,,,,,,,,,,
DataValue,5.06,0.00050002,,,,,,,,,,,,,
DataValue,5.04,0.00050004,,,,,,,,,,,,,
DataValue,5.02,0.00050002,,,,,,,,,,,,,
DataValue,5,0.00050002,,,,,,,,,,,,,
DataValue,4.98,0.00050002,,,,,,,,,,,,,
DataValue,4.96,0.00050002,,,,,,,,,,,,,
DataValue,4.94,0.00050002,,,,,,,,,,,,,
DataValue,4.92,0.00050002,,,,,,,,,,,,,
DataValue,4.9,0.00050002,,,,,,,,,,,,,
DataValue,4.88,0.00050002,,,,,,,,,,,,,
DataValue,4.86,0.0005,,,,,,,,,,,,,
DataValue,4.84,0.00050002,,,,,,,,,,,,,
DataValue,4.82,0.00050002,,,,,,,,,,,,,
DataValue,4.8,0.00050004,,,,,,,,,,,,,
DataValue,4.78,0.0005,,,,,,,,,,,,,
DataValue,4.76,0.00050004,,,,,,,,,,,,,
DataValue,4.74,0.00050002,,,,,,,,,,,,,
DataValue,4.72,0.00050002,,,,,,,,,,,,,
DataValue,4.7,0.00050002,,,,,,,,,,,,,
DataValue,4.68,0.00050002,,,,,,,,,,,,,
DataValue,4.66,0.0005,,,,,,,,,,,,,
DataValue,4.64,0.0005,,,,,,,,,,,,,
DataValue,4.62,0.00050004,,,,,,,,,,,,,
DataValue,4.6,0.00050002,,,,,,,,,,,,,
DataValue,4.58,0.00050002,,,,,,,,,,,,,
DataValue,4.56,0.00050002,,,,,,,,,,,,,
DataValue,4.54,0.0005,,,,,,,,,,,,,
DataValue,4.52,0.00050004,,,,,,,,,,,,,
DataValue,4.5,0.0005,,,,,,,,,,,,,
DataValue,4.48,0.00050002,,,,,,,,,,,,,
DataValue,4.46,0.00050004,,,,,,,,,,,,,
DataValue,4.44,0.00050004,,,,,,,,,,,,,
DataValue,4.42,0.00050004,,,,,,,,,,,,,
DataValue,4.4,0.00050002,,,,,,,,,,,,,
DataValue,4.38,0.00050002,,,,,,,,,,,,,
DataValue,4.36,0.00050002,,,,,,,,,,,,,
DataValue,4.34,0.00050002,,,,,,,,,,,,,
DataValue,4.32,0.00050002,,,,,,,,,,,,,
DataValue,4.3,0.0005,,,,,,,,,,,,,
DataValue,4.28,0.00050002,,,,,,,,,,,,,
DataValue,4.26,0.00050002,,,,,,,,,,,,,
DataValue,4.24,0.00050004,,,,,,,,,,,,,
DataValue,4.22,0.00050004,,,,,,,,,,,,,
DataValue,4.2,0.00050002,,,,,,,,,,,,,
DataValue,4.18,0.00050002,,,,,,,,,,,,,
DataValue,4.16,0.00050002,,,,,,,,,,,,,
DataValue,4.14,0.00050002,,,,,,,,,,,,,
DataValue,4.12,0.00050002,,,,,,,,,,,,,
DataValue,4.1,0.00050004,,,,,,,,,,,,,
DataValue,4.08,0.0005,,,,,,,,,,,,,
DataValue,4.06,0.00050002,,,,,,,,,,,,,
DataValue,4.04,0.00050002,,,,,,,,,,,,,
DataValue,4.02,0.0005,,,,,,,,,,,,,
DataValue,4,0.00050002,,,,,,,,,,,,,
DataValue,3.98,0.00050004,,,,,,,,,,,,,
DataValue,3.96,0.00050002,,,,,,,,,,,,,
DataValue,3.94,0.0005,,,,,,,,,,,,,
DataValue,3.92,0.0005,,,,,,,,,,,,,
DataValue,3.9,0.00050004,,,,,,,,,,,,,
DataValue,3.88,0.0005,,,,,,,,,,,,,
DataValue,3.86,0.00050002,,,,,,,,,,,,,
DataValue,3.84,0.00050004,,,,,,,,,,,,,
DataValue,3.82,0.00050002,,,,,,,,,,,,,
DataValue,3.8,0.0005,,,,,,,,,,,,,
DataValue,3.78,0.00050004,,,,,,,,,,,,,
DataValue,3.76,0.0005,,,,,,,,,,,,,
DataValue,3.74,0.00050004,,,,,,,,,,,,,
DataValue,3.72,0.0005,,,,,,,,,,,,,
DataValue,3.7,0.00050002,,,,,,,,,,,,,
DataValue,3.68,0.0005,,,,,,,,,,,,,
DataValue,3.66,0.00050002,,,,,,,,,,,,,
DataValue,3.64,0.00050004,,,,,,,,,,,,,
DataValue,3.62,0.00050002,,,,,,,,,,,,,
DataValue,3.6,0.00050002,,,,,,,,,,,,,
DataValue,3.58,0.00050004,,,,,,,,,,,,,
DataValue,3.56,0.00050004,,,,,,,,,,,,,
DataValue,3.54,0.00050004,,,,,,,,,,,,,
DataValue,3.52,0.00050002,,,,,,,,,,,,,
DataValue,3.5,0.0005,,,,,,,,,,,,,
DataValue,3.48,0.00050002,,,,,,,,,,,,,
DataValue,3.46,0.0005,,,,,,,,,,,,,
DataValue,3.44,0.00050004,,,,,,,,,,,,,
DataValue,3.42,0.00050002,,,,,,,,,,,,,
DataValue,3.4,0.00050002,,,,,,,,,,,,,
DataValue,3.38,0.00050002,,,,,,,,,,,,,
DataValue,3.36,0.0005,,,,,,,,,,,,,
DataValue,3.34,0.0005,,,,,,,,,,,,,
DataValue,3.32,0.00050002,,,,,,,,,,,,,
DataValue,3.3,0.00050002,,,,,,,,,,,,,
DataValue,3.28,0.0005,,,,,,,,,,,,,
DataValue,3.26,0.00050002,,,,,,,,,,,,,
DataValue,3.24,0.00050002,,,,,,,,,,,,,
DataValue,3.22,0.00050004,,,,,,,,,,,,,
DataValue,3.2,0.00050004,,,,,,,,,,,,,
DataValue,3.18,0.00050002,,,,,,,,,,,,,
DataValue,3.16,0.0005,,,,,,,,,,,,,
DataValue,3.14,0.0005,,,,,,,,,,,,,
DataValue,3.12,0.00050002,,,,,,,,,,,,,
DataValue,3.1,0.00050002,,,,,,,,,,,,,
DataValue,3.08,0.0005,,,,,,,,,,,,,
DataValue,3.06,0.0005,,,,,,,,,,,,,
DataValue,3.04,0.00050004,,,,,,,,,,,,,
DataValue,3.02,0.00050004,,,,,,,,,,,,,
DataValue,3,0.00050002,,,,,,,,,,,,,
DataValue,2.98,0.00050002,,,,,,,,,,,,,
DataValue,2.96,0.0005,,,,,,,,,,,,,
DataValue,2.94,0.0005,,,,,,,,,,,,,
DataValue,2.92,0.00050002,,,,,,,,,,,,,
DataValue,2.9,0.00050002,,,,,,,,,,,,,
DataValue,2.88,0.0005,,,,,,,,,,,,,
DataValue,2.86,0.0005,,,,,,,,,,,,,
DataValue,2.84,0.00050002,,,,,,,,,,,,,
DataValue,2.82,0.00050002,,,,,,,,,,,,,
DataValue,2.8,0.00050002,,,,,,,,,,,,,
DataValue,2.78,0.00050002,,,,,,,,,,,,,
DataValue,2.76,0.00050004,,,,,,,,,,,,,
DataValue,2.74,0.00050002,,,,,,,,,,,,,
DataValue,2.72,0.00050002,,,,,,,,,,,,,
DataValue,2.7,0.00050002,,,,,,,,,,,,,
DataValue,2.68,0.00050004,,,,,,,,,,,,,
DataValue,2.66,0.0005,,,,,,,,,,,,,
DataValue,2.64,0.0005,,,,,,,,,,,,,
DataValue,2.62,0.00050002,,,,,,,,,,,,,
DataValue,2.6,0.0005,,,,,,,,,,,,,
DataValue,2.58,0.00050002,,,,,,,,,,,,,
DataValue,2.56,0.0005,,,,,,,,,,,,,
DataValue,2.54,0.00050004,,,,,,,,,,,,,
DataValue,2.52,0.0005,,,,,,,,,,,,,
DataValue,2.5,0.00050004,,,,,,,,,,,,,
DataValue,2.48,0.00050002,,,,,,,,,,,,,
DataValue,2.46,0.0005,,,,,,,,,,,,,
DataValue,2.44,0.0005,,,,,,,,,,,,,
DataValue,2.42,0.00050002,,,,,,,,,,,,,
DataValue,2.4,0.00050004,,,,,,,,,,,,,
DataValue,2.38,0.00050002,,,,,,,,,,,,,
DataValue,2.36,0.00050004,,,,,,,,,,,,,
DataValue,2.34,0.0005,,,,,,,,,,,,,
DataValue,2.32,0.00050002,,,,,,,,,,,,,
DataValue,2.3,0.00050002,,,,,,,,,,,,,
DataValue,2.28,0.00050002,,,,,,,,,,,,,
DataValue,2.26,0.00050002,,,,,,,,,,,,,
DataValue,2.24,0.00050002,,,,,,,,,,,,,
DataValue,2.22,0.00050002,,,,,,,,,,,,,
DataValue,2.2,0.00050002,,,,,,,,,,,,,
DataValue,2.18,0.00050004,,,,,,,,,,,,,
DataValue,2.16,0.00050002,,,,,,,,,,,,,
DataValue,2.14,0.0005,,,,,,,,,,,,,
DataValue,2.12,0.00050004,,,,,,,,,,,,,
DataValue,2.1,0.00050002,,,,,,,,,,,,,
DataValue,2.08,0.00050002,,,,,,,,,,,,,
DataValue,2.06,0.0005,,,,,,,,,,,,,
DataValue,2.04,0.00050002,,,,,,,,,,,,,
DataValue,2.02,0.00050002,,,,,,,,,,,,,
DataValue,2,0.00050002,,,,,,,,,,,,,
DataValue,1.98,0.00050004,,,,,,,,,,,,,
DataValue,1.96,0.00050002,,,,,,,,,,,,,
DataValue,1.94,0.0005,,,,,,,,,,,,,
DataValue,1.92,0.00050002,,,,,,,,,,,,,
DataValue,1.9,0.00050004,,,,,,,,,,,,,
DataValue,1.88,0.00050002,,,,,,,,,,,,,
DataValue,1.86,0.00050004,,,,,,,,,,,,,
DataValue,1.84,0.00050002,,,,,,,,,,,,,
DataValue,1.82,0.00050002,,,,,,,,,,,,,
DataValue,1.8,0.00050002,,,,,,,,,,,,,
DataValue,1.78,0.0005,,,,,,,,,,,,,
DataValue,1.76,0.00050002,,,,,,,,,,,,,
DataValue,1.74,0.00050002,,,,,,,,,,,,,
DataValue,1.72,0.0005,,,,,,,,,,,,,
DataValue,1.7,0.00050002,,,,,,,,,,,,,
DataValue,1.68,0.0005,,,,,,,,,,,,,
DataValue,1.66,0.00050002,,,,,,,,,,,,,
DataValue,1.64,0.00050002,,,,,,,,,,,,,
DataValue,1.62,0.00050002,,,,,,,,,,,,,
DataValue,1.6,0.00050004,,,,,,,,,,,,,
DataValue,1.58,0.00050002,,,,,,,,,,,,,
DataValue,1.56,0.0005,,,,,,,,,,,,,
DataValue,1.54,0.00050002,,,,,,,,,,,,,
DataValue,1.52,0.0005,,,,,,,,,,,,,
DataValue,1.5,0.0005,,,,,,,,,,,,,
DataValue,1.48,0.00050002,,,,,,,,,,,,,
DataValue,1.46,0.00050002,,,,,,,,,,,,,
DataValue,1.44,0.00050004,,,,,,,,,,,,,
DataValue,1.42,0.00050002,,,,,,,,,,,,,
DataValue,1.4,0.00050004,,,,,,,,,,,,,
DataValue,1.38,0.00050002,,,,,,,,,,,,,
DataValue,1.36,0.0005,,,,,,,,,,,,,
DataValue,1.34,0.00050002,,,,,,,,,,,,,
DataValue,1.32,0.00050002,,,,,,,,,,,,,
DataValue,1.3,0.00050002,,,,,,,,,,,,,
DataValue,1.28,0.00050002,,,,,,,,,,,,,
DataValue,1.26,0.0005,,,,,,,,,,,,,
DataValue,1.24,0.0005,,,,,,,,,,,,,
DataValue,1.22,0.0005,,,,,,,,,,,,,
DataValue,1.2,0.00050002,,,,,,,,,,,,,
DataValue,1.18,0.00050002,,,,,,,,,,,,,
DataValue,1.16,0.00050004,,,,,,,,,,,,,
DataValue,1.14,0.00050002,,,,,,,,,,,,,
DataValue,1.12,0.00050002,,,,,,,,,,,,,
DataValue,1.1,0.00050002,,,,,,,,,,,,,
DataValue,1.08,0.00050004,,,,,,,,,,,,,
DataValue,1.06,0.00050002,,,,,,,,,,,,,
DataValue,1.04,0.00050002,,,,,,,,,,,,,
DataValue,1.02,0.0005,,,,,,,,,,,,,
DataValue,1,0.0005,,,,,,,,,,,,,
DataValue,0.98,0.00050002,,,,,,,,,,,,,
DataValue,0.96,0.0005,,,,,,,,,,,,,
DataValue,0.94,0.0005,,,,,,,,,,,,,
DataValue,0.92,0.00050002,,,,,,,,,,,,,
DataValue,0.9,0.00050002,,,,,,,,,,,,,
DataValue,0.88,0.0005,,,,,,,,,,,,,
DataValue,0.86,0.00050004,,,,,,,,,,,,,
DataValue,0.84,0.00050002,,,,,,,,,,,,,
DataValue,0.82,0.00050002,,,,,,,,,,,,,
DataValue,0.8,0.00050002,,,,,,,,,,,,,
DataValue,0.78,0.00050002,,,,,,,,,,,,,
DataValue,0.76,0.00050002,,,,,,,,,,,,,
DataValue,0.74,0.0005,,,,,,,,,,,,,
DataValue,0.72,0.0004891,,,,,,,,,,,,,
DataValue,0.7,0.0004729,,,,,,,,,,,,,
DataValue,0.68,0.00045618,,,,,,,,,,,,,
DataValue,0.66,0.00043934,,,,,,,,,,,,,
DataValue,0.64,0.00042272,,,,,,,,,,,,,
DataValue,0.62,0.00040636,,,,,,,,,,,,,
DataValue,0.6,0.00038952,,,,,,,,,,,,,
DataValue,0.58,0.0003737,,,,,,,,,,,,,
DataValue,0.56,0.00035818,,,,,,,,,,,,,
DataValue,0.54,0.00034218,,,,,,,,,,,,,
DataValue,0.52,0.0003273,,,,,,,,,,,,,
DataValue,0.5,0.00031196,,,,,,,,,,,,,
DataValue,0.48,0.00029658,,,,,,,,,,,,,
DataValue,0.46,0.00028184,,,,,,,,,,,,,
DataValue,0.44,0.00026766,,,,,,,,,,,,,
DataValue,0.42,0.00025384,,,,,,,,,,,,,
DataValue,0.4,0.00023888,,,,,,,,,,,,,
DataValue,0.38,0.00022528,,,,,,,,,,,,,
DataValue,0.36,0.00021084,,,,,,,,,,,,,
DataValue,0.34,0.00019704,,,,,,,,,,,,,
DataValue,0.32,0.0001838,,,,,,,,,,,,,
DataValue,0.3,0.00017048,,,,,,,,,,,,,
DataValue,0.28,0.00015758,,,,,,,,,,,,,
DataValue,0.26,0.00014458,,,,,,,,,,,,,
DataValue,0.24,0.00013206,,,,,,,,,,,,,
DataValue,0.22,0.00011982,,,,,,,,,,,,,
DataValue,0.2,0.00010796,,,,,,,,,,,,,
DataValue,0.18,9.60E-05,,,,,,,,,,,,,
DataValue,0.16,8.37E-05,,,,,,,,,,,,,
DataValue,0.14,7.23E-05,,,,,,,,,,,,,
DataValue,0.12,6.13E-05,,,,,,,,,,,,,
DataValue,0.1,5.06E-05,,,,,,,,,,,,,
DataValue,0.08,4.02E-05,,,,,,,,,,,,,
DataValue,0.06,2.96E-05,,,,,,,,,,,,,
DataValue,0.04,1.94E-05,,,,,,,,,,,,,
DataValue,0.02,9.60E-06,,,,,,,,,,,,,
DataValue,0,3.06E-07,,,,,,,,,,,,,
